50;50;
84;33;42;36;8;85;18;49;38;4;71;82;98;35;73;17;94;51;26;92;56;13;51;79;9;70;43;5;27;18;45;12;3;40;0;11;25;19;12;15;23;84;50;74;19;23;43;65;74;22;
58;83;35;61;62;96;84;58;2;11;28;99;75;31;39;76;94;16;47;6;32;22;90;82;48;62;57;92;79;84;14;89;67;49;51;81;45;87;39;99;50;67;99;26;50;90;54;44;7;53;
3;39;75;45;73;24;7;30;16;39;14;82;28;33;31;31;67;28;18;6;28;69;26;27;47;28;69;1;25;76;54;28;67;81;73;92;5;33;23;73;72;89;55;0;75;38;84;42;67;2;
0;95;71;78;74;18;7;43;71;32;72;77;12;39;59;85;32;64;70;7;90;42;48;45;95;23;84;79;17;51;33;18;98;57;48;72;27;55;15;99;39;39;76;3;79;35;89;63;52;11;
22;42;6;70;39;53;46;23;32;63;26;17;33;24;74;34;48;2;41;16;1;81;55;29;84;86;17;25;49;69;37;23;63;95;94;2;48;92;78;32;7;4;49;93;81;24;27;29;78;68;
97;31;1;53;60;38;39;77;15;41;98;52;64;61;99;10;16;47;2;94;79;10;98;81;55;31;57;82;13;35;2;10;66;4;63;78;42;55;8;57;48;58;62;12;20;61;75;88;61;77;
82;92;39;80;73;94;64;30;28;77;17;31;39;35;35;55;14;29;10;74;86;58;32;0;22;4;14;97;92;75;27;74;67;66;7;93;13;23;23;41;0;41;24;39;76;59;46;42;40;56;
16;79;66;1;79;41;5;45;38;50;20;17;76;40;36;83;33;49;6;8;42;58;1;67;50;30;78;96;72;19;5;41;98;71;42;29;12;99;75;3;49;95;20;26;87;56;61;72;57;20;
81;52;78;82;19;28;12;49;25;37;68;82;78;18;53;72;48;18;71;23;73;73;70;93;51;58;2;12;30;59;32;63;11;11;98;82;91;10;32;68;99;52;50;77;71;56;49;19;74;73;
42;47;46;12;92;97;22;94;61;5;6;94;20;69;57;18;52;0;29;36;69;28;88;71;58;59;27;59;30;1;32;72;0;30;37;93;79;11;39;41;68;97;35;89;67;44;7;71;44;88;
